category,unit,lesson,lesson_type,item_id,text,pinyin,target_file,recording_note
句子练习,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-sentence,通知要说清时间和地点。,,audio/sentences/dongwuwangguokaidahui.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-0,块,kuài,audio/words/xiaohouzixiashan-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-1,非,fēi,audio/words/xiaohouzixiashan-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-2,常,cháng,audio/words/xiaohouzixiashan-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-3,往,wǎng,audio/words/xiaohouzixiashan-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-4,瓜,guā,audio/words/xiaohouzixiashan-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-word-5,进,jìn,audio/words/xiaohouzixiashan-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-lesson,小猴子下山来。 做事要一心一意。,,audio/lessons/xiaohouzixiashan.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,7.生活好习惯,4.小猴子下山,故事,xiaohouzixiashan-sentence,小猴子看见什么都想要。,,audio/sentences/xiaohouzixiashan.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-0,游,yóu,audio/words/kouyu_zuoyouxi-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-1,戏,xì,audio/words/kouyu_zuoyouxi-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-2,规,guī,audio/words/kouyu_zuoyouxi-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-3,则,zé,audio/words/kouyu_zuoyouxi-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-4,轮,lún,audio/words/kouyu_zuoyouxi-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-word-5,流,liú,audio/words/kouyu_zuoyouxi-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-lesson,一起做游戏，要先说清规则。 完成任务后，大声读给家长听。,,audio/lessons/kouyu_zuoyouxi.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,7.生活好习惯,5.一起做游戏,口语交际,kouyu_zuoyouxi-sentence,一起做游戏，要先说清规则。,,audio/sentences/kouyu_zuoyouxi.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-0,吵,chǎo,audio/words/yuwenyuandi7-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-1,胖,pàng,audio/words/yuwenyuandi7-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-2,岁,suì,audio/words/yuwenyuandi7-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-3,现,xiàn,audio/words/yuwenyuandi7-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-4,票,piào,audio/words/yuwenyuandi7-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-word-5,交,jiāo,audio/words/yuwenyuandi7-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-lesson,在园地里复习生活中的好习惯。 完成任务后，大声读给家长听。,,audio/lessons/yuwenyuandi7.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,7.生活好习惯,6.语文园地七,园地,yuwenyuandi7-sentence,在园地里复习生活中的好习惯。,,audio/sentences/yuwenyuandi7.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-0,病,bìng,audio/words/mianhua_guniang-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-1,医,yī,audio/words/mianhua_guniang-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-2,别,bié,audio/words/mianhua_guniang-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-3,干,gàn,audio/words/mianhua_guniang-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-4,奇,qí,audio/words/mianhua_guniang-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-word-5,星,xīng,audio/words/mianhua_guniang-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-lesson,棉花姑娘生病了，大家想办法帮助她。 完成任务后，大声读给家长听。,,audio/lessons/mianhua_guniang.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,8.问号与故事,1.棉花姑娘,课文,mianhua_guniang-sentence,棉花姑娘生病了，大家想办法帮助她。,,audio/sentences/mianhua_guniang.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-0,吓,xià,audio/words/gudong-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-1,怕,pà,audio/words/gudong-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-2,跟,gēn,audio/words/gudong-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-3,家,jiā,audio/words/gudong-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-4,羊,yáng,audio/words/gudong-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,2.咕咚,课文,gudong-word-5,象,xiàng,audio/words/gudong-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,8.问号与故事,2.咕咚,课文,gudong-lesson,听到声音先观察，不要慌张。 完成任务后，大声读给家长听。,,audio/lessons/gudong.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,8.问号与故事,2.咕咚,课文,gudong-sentence,听到声音先观察，不要慌张。,,audio/sentences/gudong.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-0,捉,zhuō,audio/words/xiaobihu_jieweiba-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-1,条,tiáo,audio/words/xiaobihu_jieweiba-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-2,爬,pá,audio/words/xiaobihu_jieweiba-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-3,姐,jiě,audio/words/xiaobihu_jieweiba-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-4,您,nín,audio/words/xiaobihu_jieweiba-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-word-5,草,cǎo,audio/words/xiaobihu_jieweiba-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-lesson,小壁虎去借尾巴，最后发现自己的尾巴会长出来。 完成任务后，大声读给家长听。,,audio/lessons/xiaobihu_jieweiba.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,8.问号与故事,3.小壁虎借尾巴,课文,xiaobihu_jieweiba-sentence,小壁虎去借尾巴，最后发现自己的尾巴会长出来。,,audio/sentences/xiaobihu_jieweiba.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-0,卫,wèi,audio/words/yuwenyuandi8-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-1,巾,jīn,audio/words/yuwenyuandi8-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-2,刷,shuā,audio/words/yuwenyuandi8-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-3,梳,shū,audio/words/yuwenyuandi8-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-4,澡,zǎo,audio/words/yuwenyuandi8-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-word-5,盆,pén,audio/words/yuwenyuandi8-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-lesson,在最后的园地里复习卫生、故事和识字方法。 完成任务后，大声读给家长听。,,audio/lessons/yuwenyuandi8.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,8.问号与故事,4.语文园地八,园地,yuwenyuandi8-sentence,在最后的园地里复习卫生、故事和识字方法。,,audio/sentences/yuwenyuandi8.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
笔画名称,,,,stroke-heng,横,,audio/strokes/heng.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shu,竖,,audio/strokes/shu.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-pie,撇,,audio/strokes/pie.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-na,捺,,audio/strokes/na.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-dian,点,,audio/strokes/dian.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-ti,提,,audio/strokes/ti.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-piedian,撇点,,audio/strokes/piedian.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzhe,横折,,audio/strokes/hengzhe.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-henggou,横钩,,audio/strokes/henggou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengpie,横撇,,audio/strokes/hengpie.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shugou,竖钩,,audio/strokes/shugou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzhegou,横折钩,,audio/strokes/hengzhegou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shuti,竖提,,audio/strokes/shuti.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-piezhe,撇折,,audio/strokes/piezhe.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzhezhepie,横折折撇,,audio/strokes/hengzhezhepie.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzheti,横折提,,audio/strokes/hengzheti.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shuzhe,竖折,,audio/strokes/shuzhe.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shuwan,竖弯,,audio/strokes/shuwan.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shuwangou,竖弯钩,,audio/strokes/shuwangou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-wangou,弯钩,,audio/strokes/wangou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-xiegou,斜钩,,audio/strokes/xiegou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-wogou,卧钩,,audio/strokes/wogou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzhewangou,横折弯钩,,audio/strokes/hengzhewangou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengpiewangou,横撇弯钩,,audio/strokes/hengpiewangou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-shuzhezhegou,竖折折钩,,audio/strokes/shuzhezhegou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
笔画名称,,,,stroke-hengzhezhezhegou,横折折折钩,,audio/strokes/hengzhezhezhegou.mp3,只读笔画名称一遍，短促清楚，适合跟笔顺动画同步。
反馈提示,,,,feedback-try-again,再试一次,,audio/feedback/try-again.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
反馈提示,,,,feedback-complete,任务完成，太棒了！,,audio/feedback/complete.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
反馈提示,,,,feedback-correct,答对了,,audio/feedback/correct.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
反馈提示,,,,feedback-wrong,再想一想,,audio/feedback/wrong.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
反馈提示,,,,feedback-next,进入下一关,,audio/feedback/next.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
反馈提示,,,,feedback-review-complete,复习完成啦,,audio/feedback/review-complete.mp3,亲切、鼓励、儿童 App 风格，避免夸张尖锐。
